User,Comment Date,Comment
مرضیه آریافر,۱۴۰۰-۰۵-۲۳,برای پوست های چرب واقعا عالیه،خیلی کاور خوبی داره و طولانی مدت روی پوست می مونه.
الهام خرسند,۱۴۰۰-۰۳-۲۵,به پیشنهاد صدف بیوتی خردیم. کاملا مات هست و کاور بالایی داره و چرب هم نیست. به شدت پیشنهاد میشه
الهام خرسند,۱۴۰۰-۰۱-۱۲,من به پیشنهاد صدف بیوتی خردیم از فروشگاه حضوری روژا.. خیای خوبه و اصلا چرب نیست، کاور بالایی داره و واسه مهمونی ازش استفاده میکنم.. کاملا مات هستش و بوی خوبی هم داره
Mahsa nikkhoo,۱۳۹۹-۰۹-۱۷,این کرم پودر واسه پوست چرب و مختلط خیلی خوبه من پوستم مختلط هستش پوشش کامل داره اصلاقسمت تی زون صورت رو برق نمیندازه خیلی سبکه پوشش طبیعی هم داره
مریم محمدپور,۱۳۹۹-۰۹-۱۶,فوق العاده کرم خوبیه و برای پوستهای چرب که مستعد جوشن عالیه هم پوشش دهی بالایی داره هم خیالت راحته که موجب جوش نمیشه حتما باید قبل از زدن کرمپودر پرایمر مخصوص پوستتون استفاده کنید
سمانه محمدحسینی,۱۳۹۹-۰۹-۱۶,خیلی کرم پودر خوبی هست پوست من مختلط هست و سالهاست که ازش استفاده می کنم وخیبی راضی هستم
فاطمه بشیری,۱۳۹۹-۰۹-۱۶,من چهامین باره که این کرم پودرو شارژ میکنم برای پوست چرب مناسبه کاورش هم تقریبا بالاس و بهتره بعدش حتما از پودر استفاده
شیما اتابکی,۱۳۹۹-۰۹-۱۶,این کرم برای پوست چرب فینیشش خیلی خوبه اما برای پوست های خشک توصیش نمی کنم . مگر اینکه حتما زیرش کلی مرطوب کننده استفاده کنن چون امکان پوسته پوسته شدن داره
آرزو شاهرخی,۱۳۹۹-۰۹-۱۶,من شماره 35 این محصول رو به مدت 4 ساله که استفاده میکنم ، رنگ طبیعی به پوست میدهد و پوشش دهی و ماندگاری بسیار بالایی دارد.در کل خیلی راضی هستم از این محصول . در کل قیمت و مقدار نیاز برای مصرف به صرفه می باشد.
soodeh pourali,۱۳۹۹-۰۹-۱۶,"من پوست چربی دارم و این کرم پودر هم بافت خوبی داره و هم سبکه و باعث نمیشه صورتتون برق بزنه بعد یه مدت...و فول کاور نیست ,که همین ویژگی باعث طبیعی بودنشه"
مریم نوروزی,۱۳۹۹-۰۵-۲۶,پوشش خیلی بالایی داره و کاملا مناسب پوست های چربه اگه پوست چربی ندارید خیلی مناسب نیست
نرگس پیرهادی,۱۳۹۹-۰۵-۱۶,بسیار مناسب پوست چرب اما قبلش یه فکری برای منافع باز پوست کنید .پوشش بالایی اره
نیوشا ریماز,۱۳۹۹-۰۵-۱۳,واقعا جزو بهترین کرم‌پودای‌ پوست چرباست من که راضی بودم خیلییی خوب مات میکرد اما بعد ۳-۴ساعت سنگینی میکردو‌باید روش‌پودر استفاده کرد...
الهام زارعی,۱۳۹۹-۰۵-۰۵,من شماره ۵ رو دارم،رنگش به صورتی میزنه یه کم که من رنگ بژ رو بیشتر میپسندم ولی فوق العاده سبک و طبیعیه👌
راحله حبیبی,۱۳۹۹-۰۵-۰۴,کیفیتش خوبه، ماته، با دوامه اما وقتی به نصفه میرسه باید التماسش کنید تا کرم از تیوپ خارج بشه. آخراش که دیگه قابل تخلیه نیست لذا پیشنهاد می کنم تا از کرم پودر نوع پمپی استفاده کنید که تا آخرین قطره رو هم بشه استفاده کرد
شیما محمدی,۱۳۹۹-۰۵-۰۳,من پوست روشن و فوق العاده چربی دارم و از شماره ۰۴ این محصول استفاده میکنم،از این کرم بسیار راضی هستم چون خیلی روی صورت بادوام هست و بعد از گذشت چند ساعت بر خلاف کرم پودرهای دیگه،صورت رو مات حفظ میکنه و پوشش خوبی هم داره
سپیده باقری,۱۳۹۹-۰۵-۰۲,این کرم پودر بسیار با کیفیته اما بنظرم غلظتش بالا بود و با براش براحتی روی پوست نمیخوابه در صورتیکه گرلن ک قبلا استفاده کردم بسیار سبک و کاور بالاتری داشت و بعد از چند ساعت اصلا اکسیده نمیشه
سپیده باقری,۱۳۹۹-۰۵-۰۲,این کرم پودر بسیار با کیفیته اما بنظرم غلظتش بالا بود و با براش براحتی روی پوست نمیخوابه در صورتیکه گرلن ک قبلا استفاده کردم بسیار سبک و کاور بالاتری داشت و بعد از چند ساعت اصلا اکسیده نمیشه
محیا اسکویی,۱۳۹۹-۰۵-۰۲,پوشش دهی این کرم پودر در حد کرم پودر دابل ور استیلادر هست با این تفاوت که ماندگاری پایین تری داره و قطعا قیمتش هم مناسب تره برای پوست های چرب عالیه ولی دوست های معمولی رو هم خشک نمیکنه و راحت میشه ازش برای مجالس استفاده کرد
شقایق رودباری,۱۳۹۹-۰۵-۰۲,وای عالیه این کرم پودر خیلی مات پوشش بالا و به هیچ عنوان برق نمیوفته پوست من خیلی راضیم رنگ تیره گرفتم برای تابستون میخوام رنگ روشن هم بگیرم واقعا عالیه
میترا رحیمی,۱۳۹۹-۰۵-۰۲,من این کرم پودرشماره ۰۴ رو برای پوست روشن خریدم . پوستم چرب و جوشدار هست. موندگاریش خیلییی خوبه کاورش متوسطه . با پودر فیکس آرت دکو هم فیکس میکنم خیلییی خوب میمونه رو پوستم. (پودر بی رنگش)
سحر قره داغی,۱۳۹۹-۰۵-۰۲,رنگش خیلی عالیه و واقعا سبک بسیار طبیعی اینجوره نیست که وقتی دستت خورد بهصورت کلی کرم بیاد روی دست پوشندگی معمولی و حالت یکدست میده به پوست
سمیه فرضی,۱۴۰۱-۰۹-۲۶,قبلا خارجی این محصول و استفاده کردم خیلی عالی بود ولی الان اینو تهیه کردم فک میکردم همونه ولی روش فارسی نوشته و ایرانیه محصول اصلی هیچ بویی نداشت ولی این بوی گلاب میده ! ولی استفاده میکنم امیدوارم کیفیتش خوب باشه
nafiseh,۱۴۰۱-۰۶-۰۳,این محصول ایرانیه تحت لیسانس فرانسه است. من که اصلا راضی نبودم چروک دور چشممو بیشتر هم کرده. قبلا اصل فرانسه از همین سایت خریده بودم اون عالی بود ولی این پشتش فارسی نوشته.
فاطمه حیدری,۱۴۰۱-۰۳-۰۵,برای من کرم دور چشم ورونیک بهتر بود این سیهی دور چشمم از بین نبرد ولی چین و چروکم خیلی کم شد
منصوره مسعودی,۱۴۰۰-۱۱-۱۹,من کرم دور چشم از برندهای زیادی رو امتحان مردم ولی متاسفانه همه شون حساسیت و سوزش چشم برام ایجاد می کرد ، و لی حدود یک ماه مستمراً دارم از این دور چشم استفاده می کنم . علاوه بر اینکه بسیار آب رسانی خوبی داره بسیار سبک هست و هیچ نوع حساسیت و سوزش و خارش ایجاد نمی کنه .
ساناز جوانمردی,۱۴۰۰-۰۹-۲۷,فکر کردم اینجا اصل فروخته میشه به خاطر همین گفتم از دیجی کالا نخرم و اینجا گرون تر اصل رو بخرم توضیح برای گرون تر بودن کالای غیر اصل از فروشگاه های دیگه لطفا خوب شد نخریدم پس بعد دیدم خودتون هم نوشتنین زیر نظر شرکت یعنی پر شده داخلی
بیتا فتح اللهی,۱۴۰۰-۰۹-۱۶,من این محصول رو تازه گرفتم و استفاده میکنم. به راحتی جذب میشه و خیلی حس خوبی ب ادم میده . باعث میلیا هم نشده. در کل عالیه❤
مهتاب كاوسي,۱۴۰۰-۰۹-۱۶,کرم واقعا خوب و کاربردی من واقعا راضی بودم
افسانه ادیب یغمایی,۱۴۰۰-۰۹-۱۵,من از این کرم استفاده کردم از نظر رفع تیرگی بسیار عالی است و پوست زیر چشم را شفاف می کند و نسبت به قیمت هم بسیار مناسب است
فاطمه بذری,۱۴۰۰-۰۹-۱۵,من این کرم رو با توجه به نظرات خریدم کرم خیلی خوبی بود و راضی بودم بعد چند ماه استفاده واقعا تاثیرش رو متوجه شدم کرم سبکی هستش و زود جذب میشه و چشم رو اصلا اذیت نمیکنه اما مثل اینکه حالا داخل ایران تولید میشه نمیدونم این هم مثل مدل قبلیش باشه یا نه .
فریما صباغ حسن پور,۱۴۰۰-۰۹-۱۵,من تازه گرفتمش،ولی سبکه و زود جذب میشه و باعث میلیا هم نشده،به نظرم کرم خوبیه و آبرسانی خوبیم داره
ریحانه محمدی,۱۴۰۰-۰۹-۱۵,چند ماه که از این کرم دور چشم استفاده می کنم خیلی خوب، زود جذب می شه و در حین سبک بودن کارایی خوبی داره، برای من حساسیت پوستی نداشت، من برای زیر کانسیلر هم استفاده میکنم و باعث میشه کانسیلر بهتر بشینه و کمتر خط میندازه
محدثه مهدیانی,۱۴۰۰-۰۹-۱۴,من حدودا یک ماهه که ازاین کرم استفاده میکنم برای تیرگی وچروک دور چشم خیلی راضیم تیرگی دورچشمم خیلی کم شده
آنیتا مهربان,۱۴۰۰-۰۹-۱۳,مدتی هست ک ازاین دورچشم استفاده میکنم من تاثیر خاصی ندیدم نرم کنندگی خوبی ب دورچشم میده زود جذب میشه ولی ضدچروک یا برای تیرگی من تاثیری ندیدم درکل نسبت ب قیمتش جالب نبود
افروز قلم,۱۴۰۰-۰۹-۱۰,من تو دوسال اخیر بخاطر نایاب شدن برندهای خوب فرانسوی این دور چشمو از همین سایت روژا خریدم و راضی بودم ولی این دورچشم لوک اکتیو جدیدی که همین دیروز خریدم دیگه اون قدیمیه نیست، این همونیه که دیجی هم داره میفروشه و من اونجا دیده بودم که پشتش فارسی نوشته ، روی خود تیوپش و هم روی جعبه فارسی نوشته. به این امید که روژا همیشه اصلی میفروشه اومدم اینجا خریدم که شبیه همون لوک اکتیو خریدهای قبلی را برام بفرستن ولی وقتی رسید دیدم اینم همونه. با توجه به اینکه روژا فیک نمیفروشه مشخصه که این برندو سپردنش به تولید کننده ایرانی و دیگه جنس بی کیفیت شد. اگر قراره دورچشم ایرانی بزنید با قیمت کمتر میتونید در حد همین کیفیتو بخرید پس الکی پول ندید که مثل من پشیمون میشید ، کیفیتش شده در حد معمولیترین برندهای ایرانی . به وضوح این کرم خیلی سنگینتره از لوک اکتیو اصلی ، بوش خیلی فرق کرده و دیگه اون بوی طبیعی و تازه را نداره ، اصلا به سبکی و زودجذبی و اثر گذاری قبلی نیست. فقط یکم چرب میکنه و هیچ تاثیر دیگه ای ازش نمیبینید.
سکینه خسروی,۱۴۰۰-۰۵-۲۷,کیفیت و بافتش عالیه، فوق العاده سبک، از پیج صدف بیوتی باهاش آشنا شدم👌🏻👌🏻👌🏻
زینب امینی,۱۴۰۰-۰۵-۲۵,یبار خریدمش انقدر راضی بودم که دوباره دفعه بعدم خریدم...به چندنفر توصیه کردم بخرن اونا هم راضی بودن.‌‌..مرطوب کنندس و پوست دور چشم رو شاداب میکنه...حس شادابی که میده رو قشنگ متوجه میشین.ضدچروک عالی..
لادن احمدی,۱۴۰۰-۰۵-۲۴,الان چند ماهه دارم از این دور چشم استفاده میکنم خیلی خوبه زود جذبه داخل چشم نمیره در حین سبک بودن کارایی خوبی داره،من واسه زیر کانسیلر استفاده میکنم کانسیلر بهتر میشینه و کمتر خط میندازه
مهسا جعفری,۱۴۰۰-۰۵-۲۴,من از این محصول استفاده کردم و خیلی راضی بودم برای پوستای حساس خیلی مناسب این کرم باعث ایجاد میلیا نمیشه
ریحانه محمدی,۱۴۰۰-۰۵-۲۴,من اين محصول رو ٤ ماه كه دارم استفاده ميكنم، خيلي زود جذب ميشه و اصلا چرب نيست و كاملا سبك و حس خيلي خوبي داره و براي جلوگيري از ايجاد چين و چروك كاملا مناسب
مهسا نجفي,۱۴۰۰-۰۵-۲۴,من حدود يك سال ازين محصول استفاده ميكنم و واقعا براي دور چشم هم از نظر جذب خوب و سريع و هم از نظر رفع تيرگي و جلوگيري از چروك دور چشم مناسب هستش و اصلا حالت چسبناك يا سنگين دور چشم ندارد.
مانا پناهی,۱۴۰۱-۰۲-۲۴,براي فصل گرم خوبه و پيشنهاد ميكنم ولي اگر در فصل سرد و شهر با هواي خشك هستين و پوست خشك دارين خيلي مناسب نيست
نعیمه صدیقی,۱۴۰۰-۰۹-۰۳,بیشتر حالت کرم داره تا لوسیون.به نظر من بیشتر برای پوست های نرمال مناسبه تا پوست های خشک.
شادی رحمانی,۱۴۰۰-۰۵-۲۴,برای کسایی که پوست خشک‌دارن این محصول خیلی مناسب من استفاده کردم و کاملا راضی بودم اصلا احساس چربی به پوست بدن نمیده و سریع جذب میشه👍
عطیه دهقانی,۱۴۰۱-۰۲-۲۷,عطری گلی و میوه ای و نسبتا ترش.ملایم و لطیف .با ماندگاری نسبتا خوب.می تونه گزینه ای برای استفاده روزانه باشد.
بیتا بستاک,۱۴۰۰-۱۱-۱۳,عالی، عاشقش میشین، واقعا ماندگاری بالایی داره و بوی دلپذیری داره. واسه همه فصول هم مناسبه، اذیت کننده نیس.
فاطمه شادمان,۱۴۰۰-۰۹-۱۵,ماندگاری زیادی نداره اما خب به نسبت قیمتی که داره شما رو راضی میکنه، عطر ملایم و خوبی داره و خسته‌تون نمی‌کنه. عطر خاصیه و بوی کاملا متفاوتی داره. من ازش راضیم
سمیرا بیات,۱۴۰۰-۰۹-۱۵,این عطر بوی خوبی دارد اما ماندگاری اصلا
مهناز نصیری,۱۴۰۰-۰۵-۲۴,من عطر نوید رو حضوری از فروشگاه روژا خریدم - مردونه اش رو به عنوان هدیه گرفتم و این رو هم خوشم اومد برای خودم - برای استفاده روزمره عالیه - بوی سنگینی نداره - حس تازگی میده - تو ابن رنج قیمتی به نظرم خیلی خوبه
سوگل قاسمی,۱۳۹۹-۱۲-۱۸,واقعا انتظار نداشتم اینقدر خوب باشه . بوی خوبی داره و ماندگاری معقولی با توجه ب قیمتش داره .بوی گرم و کمی شیرین داره و به نظر من در این رنج قیمت بهترین انتخاب هست .
fatemeh.asgarikhah,۱۳۹۹-۰۹-۱۹,این عطر واقعا ور رنج خودش خوب هست.
آتوسا حیدری,۱۳۹۹-۰۹-۱۹,خیلی خوشبو و ماندگار! اصلا اونجوری شیرین و گرم نیست،خیلی بوش عالیه🌸 از بسته بندیش نگم!پررررفکت👍🏼
آیدا موسوی,۱۳۹۹-۰۹-۱۶,پرفیوم آقای محمد زاده عالیه من که عاشق بوشم😍👌🏻همچنین واسه من به عنوان یه یادگاری از طرف ایشونه👍🏼 نقاط قوت: ماندگاری بالا با رایحه شیرین و گرم و میوه ای نقاط ضعف : ندارد
pantea momeni,۱۳۹۹-۰۹-۱۶,من این ادکلن رو کادو گرفتم بنظرم بوی خوبی داره ماندگاریه تقریبا خوبی هم داره بوی شیرینش بییشتره وخیلی گرم نیست و ملایمه
عسل طاهری,۱۳۹۹-۰۹-۱۶,بوی جذابی داره رایحه طبیعی و بوی گل و طبیعت میده.جعبه و پکیجش خیلی قشنگه مناسب کادو هستش.ماندگاری متوسط
فرناز رضایی,۱۳۹۹-۰۷-۲۴,همین رایحه است.شیرین و میوه ایه.
مهشید افشار,۱۳۹۹-۰۵-۱۷,فوق العاده س این ماندگاری ش عالیه باو نکردنیه😍😍😍
افسانه واعظی,۱۳۹۹-۰۵-۰۲,من عطر نوید رو خریداری کردم عطر روزانه خوبیه ماندگاری در حد متوسط واینکه بازده زمانی برای ارسال رعایت نشده بود ولی همون روز که قرار بود به دستم رسید مچکرم 🌹
N Navid,۱۳۹۹-۰۵-۰۲,از خريد اين محصول و قيمت مناسبش راضي هستم و رايحه بسيار خوبي دارد و بسيار دلنشين و نشاط بخش است. متشكرم
سحر پورقاسم,۱۳۹۹-۰۵-۰۲,من از بچگی علاقه ی زیادی ب بازی های اقای محمدزاده داشتم بازیگر مورد علاقم بود آرزوم بود از نزدیک با ایشون دیدار داشته باشم ولی متاسفانه هیچوقت نشد وقتی عطرش اومد به عشقش دوتا خریدم😍😍و الان من ی یادگاری از بازیگر محبوبم دارم ک میتونم با عشق هرروز ازش استفاده کنم❤از روژا ممنونم ک همیشه بهترینااارو میاااره من دوساله مشتری ثابته شعبه ی اهوازتونم و خیلی خیلی راضیممممم🙏🏻مووفق باشید🤗
راضیه محبی,۱۴۰۱-۰۹-۱۴,عالیه واقعا ، من که خیلی راضی هستم و قطعا مجدد شارژ میکنم
فاطمه مردانی,۱۴۰۰-۰۹-۲۵,خیلی ضدآفتاب سبکیه اصلا چرب نمیکنه بوش از همه عالی تره و اینکه پوستم لطیف میکنه
روجا اسماعیلی,۱۴۰۰-۰۹-۱۶,برند ژوت یکی لز برندهای موردعلاقه منه این ضدآفتاب هم همینطور. حجمش زیاده و برای مسافرت عالیه و قیمتش نسبت حجمش بنظرم خیلی خوبه.
بنیتا منوچهری(اکسیر سلامت),۱۴۰۱-۰۶-۱۲,روژا عزیز همیشه من تجربه ها خوبی از خرید آنلاین با شما داشتم یکی از محصولات همین ماساژور حرارتی کیوت اسکین هست که مخصوصا حالت گرم فوق العاده هست من کارمند هستم و در طول روز با کامپیوتر زیاد کار میکنم و شب قبل خواب تنها تسکین دهنده چشم و سردرد ها میگرنیم همین ماساژور کیوت اسکین هست
نوشین کچویی,۱۴۰۰-۱۱-۱۶,ماساژور حرارتی دور چشم H300 کیوت اسکین با حالت حرارتیش و گرمایش که ایجاد میکنه باعث میشه کرم بهتر جذب بشه و مثل بقیه محصولات کیوت اسکین گارانتی یک ساله داره و حالت دوم لرزشی که من زیاد ازش استفاده نمیکنم و حالت اول که گرمایشی هست بیشتر دوست دارم
مریم عبداللهی,۱۴۰۰-۰۹-۱۵,به سفارش فروشنده گرفتم و از خریدم راضی ام
فاطمه برازنده,۱۴۰۰-۰۶-۲۰,بوی فوق العاده ای داره،من وقتی استفاده میکنم از این مدل بادی اسپلش همه میپرسن که چی زدم
سرور ثانی,۱۴۰۰-۰۴-۱۱,من از روی عکسش خریدمش، ولی راضی نبودم خیلی بوی الکل میده
نازنین چکانی,۱۴۰۱-۰۴-۱۰,عالیه روشن میکنن حس خشکی به پوست نمیده سریش خیلی کاربردیه
میترا مهدوی,۱۴۰۰-۱۰-۲۲,من مدتی است که از این فوم و مایع شستشو حاوی ویتامین سی این برند استفاده می کنم. پوستم خشک و حساس هست. و بسیار بسیار راضی هستم. بعد از استفاده اصلا احساس کشیدگی در پوست صورتم را ندارم. محصولات ویتالیر بسیار عالی است.
میترا هوشمندی,۱۴۰۰-۰۹-۲۳,من این فوم وخریدم خیلی خوب تمیزمیکنه، چونکه پوستم حساسه وبا خیلی از مواد خشک میشه وقرمز اما از این که استفاده میکنم خیلی خوبه راضیم،
Mahsa Piramoun,۱۴۰۰-۰۵-۱۶,اين محصول بنظر من بينظير هست
Shokoufeh J,۱۴۰۱-۰۴-۲۷,یه بافت مخملی داره وقتی به پوست میزنی و مات میکنه . منافذ رو هم میبنده .
آنیتا مهربان,۱۴۰۱-۰۲-۲۵,پوستو نرم میکنه منافذ تا حدی کوچیک میکنه اما نه خیلی.ماندگاری ارایش وبالامیبره.
زهرا جعفری,۱۴۰۰-۱۱-۱۳,سلام این پرایمر بسیار با کیفیت است نسبت به قیمتی که داره حالت چربی نداره پوست رو خشک نمیکنه منافذ رو خوب میبنده
ندا محمدحسینی,۱۴۰۰-۱۱-۲۰,بوی خیلی خوبی داره من که واقعا خیلی دوسش دارم توصیه میکنم
فاطمه زهرا پناهی پور,۱۴۰۰-۱۰-۱۸,بوی خیلی تندی داره
آنیتا مهربان,۱۴۰۰-۰۹-۱۳,من ازاین لوسیون استفاده میکنم خیلی بوی خوبی داره ازسبک بودنش هرچی بگم کم گفتم زود جذب پوست‌میشه و میشه گفت مثل ی ابرسانه بنظر من محصول خوبیه.
نوشین کچویی,۱۴۰۰-۱۱-۱۶,خیلی دستگاه خوبیه من اولین بار توی آرایشگاه این دستگاه رو دیدم و فهمیدم چنین ابزاری واسه آرایش هست. این ابزار برای کسی که همیشه آرایش می کنه فوق العاده است.با این میکاپ براش کیوت اسکین خیلی زود آرایش تموم میشه.
مهدیس باغبانی,۱۴۰۰-۱۱-۱۹,این محصول به درد نخوره. زیرش حباب ایجاد میشه، از نصف شیشه به بعدشم قابل استفاده نیست.
مریم طهماسبی,۱۴۰۰-۱۰-۲۸,کرم خوبیه و روی پوست خوب جذب میشه البته کمی طول میکشه اما من راضی بودم
مریم طهماسبی,۱۴۰۰-۱۰-۲۸,من این کرم را سفارش دادم و خیلی ازش راضی هستم خوب روی پوست جذب میشه البته کمی باید بگذره تا کامل جوب بشه
ع کارنگ,۱۴۰۰-۱۰-۰۶,با پکیجینگ قدیمی برام ارسال شد. و بوی ناخوشایندی داره کاملا پشیمون هستم از خریدم
نفیسه فغانی,۱۴۰۱-۰۹-۰۲,سری خوبی داره ولی کوچیک هست ارتفاع کمی داره و دست درد میگیره
پروانه فروغی,۱۴۰۱-۰۳-۰۲,من خیلی راضی بودم هم حجمش زیاد و به صرفه است هم اگزما و خشکی دستامو برطرف کرد
فاطمه محمودی,۱۴۰۱-۰۲-۲۵,من خیلی راضی بودم ازش و کاملا خشکی های دست من رو برطرف کرد.زودجذب و سبک هستش که این خیلی خوبه.
مرضیه فکور,۱۴۰۰-۱۲-۲۹,من بخاطر نظرات کاربرا خریدم و باید بگم که بدترین کرم مرطوب کننده ایه که برای دستم استفاده کردم وقتی استفاده میکنم خیلی دیر جذب میشه و یکم بعدش دوباره دستم خشکه :| برند درماتیپیک محصولات خوب کم نداره ولی این یکی واقعا نا امیدم کرد
فاطمه محمودی,۱۴۰۰-۱۱-۲۲,من این کرم را در تخفیف روز مادر گرفتم و واقعا درمان خشکی پوست هستش و در یک کلام عالی بود.
شقایق فهیمی,۱۴۰۰-۱۱-۲۲,من پوست دستم تو پاییز و زمستون به شدت خشک میشه و اگزما میزنه. هر کرمی میزدم نه تنها خوب نمیشد بلکه قرمز تر میشد و بیشتر میسوخت ولی از وقتی این کرمو زدم پوست دستم مثل پنه شده و جای اون اگزماها هم رفته. خیلی عالی بود. حتما پیشنهاد میکنم.
سوگند امانی,۱۴۰۰-۱۱-۱۸,خیلی نرم میکنه و بسیار سبک.
رویا آزاد,۱۴۰۰-۱۰-۰۹,مدتها بود که سر انگشت اول و دوم دست من اگزما میشد و هر کاری برای بهتر شدنش کردم منتها خوب نشد این کرم رو برای اینکه زمستونا پوستم خشک تر میشد خریدم الان دو ماهه استفاده کردم و پریشب متوجه شدم هیچ اثری از اگزماها نیست😍 من چندین نوع کرم خارجی استفاده کرده بودم اما این کرم عالیه
فاطمه اکبری,۱۴۰۰-۱۰-۰۳,این لوسیون عالیه سریع جذب پوست میشه.چربی روی پوست نمیمونه.خیلی سبکه و بوی فوق العاده ای داره .حجم بالایی ک داره ادم خیالش راحته برای چند وقت .خلاصه ک حسابی پیشنهاد میشه
آنیتا مهربان,۱۴۰۰-۰۹-۱۵,رنگهای زیبایی داره بوی خوبی داره راحت پاک میشه از روی لب وکیفیت خوبی داره .
مهسا راهنو,۱۳۹۹-۰۹-۱۷,این بهترین رنگ رژ مایعیه که من دارم - خرید بعدی حتما میخوام رنگای دیگشو بگیرم-بوی خوب و ملایمی داره -زود پاک میشه که اینم به دلیل مایع بودنشه
فاطمه افخمی,۱۳۹۹-۰۵-۰۲,روی لب سنگینه رنگ قشنگی داره
مریم امیری,۱۴۰۱-۱۰-۱۱,رژ گونه های کالیستا خوبن کلا رنگای خوبی داره
ریحانه کشت کار,۱۴۰۱-۰۵-۳۱,از این رژ گونه خیلی راضی بودم پیگمنت مناسب پخش شدگی عالی ساز خیلی مناسب برای داخل کیف مات وبسیار طبیعی و زیبا😍😍😍
رویا زادخواست,۱۴۰۱-۰۲-۲۴,این رژگونه بدک نیست ، نسبت به قیمتش خوبه ولی اون انتظاری که از رژ گونه دارین برآورده نمیکنه . اصلا با محصولات خارحی مقایسه ش نکنین ولی نسبت به قیمتش خوبه
سمیرا قربانی,۱۴۰۰-۱۱-۲۴,مخملیه و من خیلی راضیم بافت سبکی داره
یگانه جلیلی,۱۴۰۰-۱۱-۱۹,پیکمنتش خیلی بالاست.حتما قبل اینک ب صورت بزنید اضافه رو از براش بگیرید اینجوری یه بافت مخملی به صورت میده اما اگر زیاد بزنید لک لک میشه
یگانه جلیلی,۱۴۰۰-۱۱-۱۹,رنگ b01خیلی قشنگه
رضایی الهام,۱۴۰۰-۰۹-۲۲,بافتش خیلی نرم و مخملیه من خیلی راضیم
یاسمن صفویان,۱۴۰۰-۰۹-۲۱,من خیلی راضیم رنگش ملیح واسه روزمرگی خیلی خوبه
بیتا فتح اللهی,۱۴۰۰-۰۹-۱۶,من رنگ ۰۴ رو تهیه کردم واقعا رنگ ملیح و خوشگلی داره کسایی که عاشق تن رنگی نود هستن گزینه مناسبیه براشون واقعا رو صورت خوشگله. اصلا ارایش بدون رژ گونه روح نداره. منکه عاشقش شدم
غزال شاه مرادي,۱۴۰۰-۰۹-۱۵,من این رژ گونه رو دارم واقعا خوبه ، محصولات کالیستا واقعا باکیفیت هستن رنگ بندی رژ گونه هاشم خیلی خوب کاربردی هستن من راضی بودم❤️
زهرا حسینی,۱۴۰۰-۰۷-۳۰,لطفا رنگ B01 شارژ کنید
سمانه قریشی,۱۴۰۰-۰۶-۲۷,من شماره ۰۴ رو خریدم واقعا زیباست . حالت نارنجی / اجری داره . واقعا شیکه ( پوستم روشنه )
حسین خدایاری,۱۴۰۰-۰۵-۲۹,بسیار عالیه روی پوست خیلی خوب جواب میده.رنگ قشنگی داره
نگار خراسانی,۱۴۰۰-۰۵-۲۵,شماره ۰۵ مناسب برای پوست های برنزه بود و با توجه به قیمتش ماندگاری خوبی داره
ناهید کرمانی,۱۴۰۰-۰۵-۲۴,به نظر من بافت و پوشش و رنگش خوب بود و به نسبت قیمتش واقعا میارزه. من راضی بودم ازش
فروزان عاصی,۱۴۰۰-۰۵-۲۴,این رژ گونه بافت مخملی و سبکی داره و با یکبار کشیدن روی صورت براحتی رنگ میگیره و تمام روز روی صورتتون باقی میمونه، بسیار به صرفه است و با یکبار خریدن رژ گونه حداقل یک سال درژگونه دارید ، بسیار پرحجم و نسبت به مقدار و کیفیتش قیمتش خیلی مناسبه
حانیه آستینه,۱۴۰۰-۰۵-۲۴,رنگ های قشنگی داره یه رنگ طبیعی و خوب من رنگ صورتی وهلویی رو گرفتم خیلی راضیم حیف که قیمتش بالا رفته ولی در کل خوبه
Kimiya Rpn,۱۴۰۰-۰۵-۲۴,رنگای خوبی داره درکل نسبت به قیمت محصول خوبیه راضی بودم
ملیکا علیپور,۱۴۰۰-۰۴-۳۰,کیفیت خوبی داره به نسبت قیمت ولی واقعاااا کوچیکه
سعیده خوشبخت,۱۴۰۰-۰۲-۰۹,من‌ شماره ۵ گرفتم ک رنگش خوبه و یکمی هم تناژ نارنجی داره ، همون رنگیه ک‌ میخواستم
یسنا عموزاد,۱۳۹۹-۰۹-۱۶,رژگونه ی پودری، پیگمنتش عالیه و موندگاریشو دوست دارم
مریم موسوی,۱۳۹۹-۰۹-۱۶,من واقعا راضی هستم از بافت نرم و سبکش و پیگمنتش من هم برای سایه میزنم هم رژگونه و خوب جواب میده
نگین سالم,۱۳۹۹-۰۸-۲۲,منB03 رو سفارش دادم. خیلی خوشگله‌. ولی انتظار داشتم سایزش بزرگتر باشه نسبت به قیمت. رنگش درست مثل عکس نارنجی طوره.
فاطمه خانجانی,۱۳۹۹-۰۵-۰۸,من رنگ B04 رو دارم ، پیگمنت خوبی داره رنگش بین صورتی و قهوه ای طوره. نسبت ب قیمتش خیلی خوبه
مارال بهروزی,۱۳۹۹-۰۵-۰۲,من رنگ گلبهیشو خریدم اینقدر خوشرنگه که بجای سایه هم استفادش میکنم
