User,Comment Date,Comment
nicole89vazquez,"February 15, 2021","This pen is one of my favorites I've ever had. I'm left handed, so it''s hard to
find pens that feel comfortable to use but this one was very good! I love it."
bernell,"February 5, 2021",My new favorite brush pen! A joy to draw or write with.
cocomilks,"January 26, 2021","This is a great brush pen for headers on your notes which is what I am using it
for. "
jackie,"January 14, 2021",Amazing line quality and variation of weight.
jclaudia77,"January 13, 2021","Best calligraphy pen I have ever used. Better than Tombow and super smooth. Love
holding and writing with this. "
madelyncander,"December 30, 2020",It’s lovely to write with
riosgiovy,"December 24, 2020",Love it. Really smooth to write with
lgandcp,"December 22, 2020",Love it
sayurizoldyck,"December 21, 2020","The pen is flexible enough for brush pen calligraphy, yet stiff where you have
enough control. Recommend for beginners "
tanishavaish123,"December 16, 2020","LOVE it! The ink is so vibrant and never fades. The brush size is perfect for
notes, and it comes in different colors too!"
trevaughn1111,"November 26, 2020",Excited to use!!
charlenevgonz,"November 12, 2020","The brush has a great texture for someone learning calligraphy and the ink is
consistent and smooth. I have been obsessed with this pen! I want to keep
working on calligraphy when using it and have no complaints. "
nenapelan,"October 30, 2020",Very pigmented
maryschoi,"October 23, 2020",my favorite brush pen
Btshails,"October 12, 2020","This is my absolutely favorite basic brush pen. Easy to control, smooth as
butter to use even when switching directions, nice deep black ink but doesn't
bleed super easily. Generally just a great pen. I would say it is comparable to
the tombow fudenosuke in soft tip but much more comfortable to write with. If
you started with the Tombow in the hard tip and have found the control of that
is best for you the extra fine version of this pen is very similar to that one.
I think really anyone that is starting with brush pens should give this one a
try cause you may think tombow is the end all be all but this is really the best
brush pen for beginers in my opinion!"
000laurel000,"October 10, 2020","I'm just getting started with brush pens, and I have absolutely loved the Pentel
Fude ones - after trying just a couple, I ended up ordering a bunch more colors.
They have a good amount of flexibility that allows me to make really fine or
decently wide lines, and are overall just fun to use. I would definitely
recommend these!"
rahurst1947,"October 5, 2020","I'm an artist and bought these to sign some of my work. They turned out to be
perfect for the task."
Mellanie.audrey,"October 4, 2020","New favorite brush pen. It doesn’t fray like my felt tip brush pens do, and
I’ve been using one of these every day for a few weeks and it still works just
as well! "
leslimmejia,"September 30, 2020","I was really scared to buy these brush pens because most small brush tips are
hard felt tips, which I'm not a fan of. I like the flexible, softer tips. I was
pleasantly surprised that these pens are VERY flexible and still retain their
shape. They are smaller than tips such as the Tombow Fudenosuke pens, so they
work well for headers for notes! One problem is that they smudged REALLY badly
when I used highlighter over them. That's just my style of notetaking, though. I
can work around that. "
cz1leaf,"September 28, 2020","Love just about everything about this. Calligraphy made easier! Only gripe is
that its not as easy to revert back to thin lines after thicker ones, requires a
extremely light touch and control. "
akshayakaranam13,"September 16, 2020","I prefer this over the Tombow Fudenosuke. The tip is more flexible and a bit
bigger, also great thin upstrokes. However, the cap is not very secure and is a
'pop in' closure that seems a bit loose to me."
plurwarriokandikid,"September 13, 2020",It was good but wish it was slightly larger.
Lupita,"September 10, 2020","This is the perfect beginner brush pen. I used this for the first time without
any calligraphy skills and it turned out great!"
charlettepretzer,"August 31, 2020","I was searching for an alternative to Tombow Fudenosuke brush pens because I
found that they bled through the paper too often and both the hard and soft tip
brushes aren't the most intuitive to control. This is it. The Fude Touch pens
are flexible without being too flexible and I didn't have the issue with it
bleeding through paper. It does bleed a tiny bit in super thin paper like mead
spiral notebooks, but if I work pretty quickly, I can still use them without too
much of an issue when taking notes for school. These are an absolute must!"
lvulpal,"August 31, 2020","This pen is so flexible, much more than the hard Tombow fudenosuke brush oen"
emilylime11,"August 24, 2020","Really nice, a little hard to work worth."
awsome_sauce,"August 19, 2020","An excellent brush pen. Comparable to the tombow fudenosuke hard tip, but
slightly larger and with better ease of use!"
kritziaserrano,"August 18, 2020","easy to write lettering with these, probably not the best for begginers. Very
black ink that does not bleed"
cellostar,"August 11, 2020","I love this brush pen! It works incredibly well for   writing titles in
calligraphy for my notes! Would 10/10 recommend to anyone. :)"
Noicepen,"July 16, 2020","I honestly dont know how I started my whole bullet journal/planner journey
without this. It's the best."
gabilawrey,"July 10, 2020","I swear by this brush pen, it is a good medium size. If you have really good
control, you can write very small with it. "
angelocuccia,"July 10, 2020","This is my first brush pen. Excellent for a beginner, that's for sure; the price
point makes sense and I love the feel on this pen on my Maruman Mnemosyne"
AnnaManz,"July 8, 2020","This Pentel Brush has one of the best tip ever, its soft and firm at the same
time, the ink color is super good, its the second that I order, I use a lot to
draw and calligraphy too."
alvord.cindy,"May 29, 2020",Love it! 
Cherry Lynn,"May 9, 2020","Perfect for modern calligraphy practice and writing. I use these in my journals
for lettering, they do not bleed through most paper. The firm nib allows for
more control so even a beginner can work with these, a must have in your pen
arsenal."
yarleny,"April 25, 2020",favorite brush pen ever!
iikaylee.nguyenii,"April 15, 2020","This pen is really great! It's very similar to the Tombow Fudenosuke Soft Tip
Brush Pen. I use it when I want to add a dropshadow or depth into my lettering!
It's great brush pen and I totally reccomend it!"
sophia,"December 23, 2019",Great pen!
mildstudy,"December 9, 2019","The best brush pen I've ever owned. It's really easy to control and it's very
smooth. I'll definitely be coming back for this pen :)"
huey cobra,"October 18, 2019","This is perfect for everday writing/calligraphy, drawing, and crossword puzzles.
 You might want it to be waterproof or recyclable but for the money this is one
of the best pens on this site."
myphan1979,"September 14, 2019","the pentel fude touch brush pen works very well but the tip was small than i
expected!"
studywhatever101,"September 7, 2019","my favorite brush pen !! i cannot live w/o this …. it writes incredibly smooth
& it is so pigmented !! "
elizahuang10102,"September 5, 2019",the pen is comfortable when writing with it. the ink is also really smooth 
bandfreak529,"August 12, 2019","I think its a really good brush pen, the ink for me got streaky really quick,
but over all really good :)"
anale2507,"August 8, 2019",My favorite brush pen so far.
vangpn1,"August 1, 2019",I LOVE this brush pen! Planning on buying the color ones.
victoriamia99,"July 24, 2019","I'm a beginner at lettering and I must say this brush pen is very easy to use!
The nib isn't too long so it is easy to control and I love that you can get
really thin upstrokes with this pen. I also appreciate the ink being so
pigmented and black! I highly recommend <3 "
jenny01.yang,"July 22, 2019","Best purchase ever! (so far haha)After hearing logoscalligraphy recommending this, I really really wanted to try
this as my first formal calligraphy purchase, and it didn't disappoint! Keep in
mind, I used pencils and crayola markers before this. I did try using the sakura
one, but it frayed pretty easily. So far, this guy hasn't frayed yet and I've
used it quite extensively over two weeks. The ink is pretty juicy so make sure
the paper can hold up to it. Recycled paper and index cards does have a bleeding
tendency so try to stay away from that. Make sure you don't have a plentiful
water source nearby as the ink is water-soluble. Love love love this purchase!"
taxicabnumber1729,"July 7, 2019","If I could give this pen more than five stars, I would. The ink is a strong,
rich black, and the style of the brush tip makes it SUPER easy for even
beginners to have a semi-competent calligraphy. My only concern is that the pen
may dry out quickly, as certain strokes look 'drier'. I love the width of the
pen, the feel, and everything about it!"
kayce96,"June 29, 2019","Wonderful pens ! That are amazing for fine and thick detail ! Without having to
switch pens it’s wonde! "
Gudg,"June 24, 2019","Love the Pentel Fude Touch! The ink flow and pigmentation is so great. You have
no choice to write beautifully with these pens."
teneilleadams,"June 21, 2019","I am a beginner at calligraphy and this pen is the easiest to use if the 5 i
have that are all marketed for beginners. "
PenSnob,"June 15, 2019","This pen is wonderful. As a beginner brush letterer, this pen makes it easy to
get thick and thin lines. Absolutely recommend!"
mvandaele93,"June 5, 2019","Awesome for brush pen drawings. You can get a lot of weight variation and it’s
easy to control. Also copic proof. "
wtothethirdpower,"May 27, 2019",A favorite for lettering.
Maren,"May 21, 2019",I just got into calligraphy so I don't know much but I love using this pen.
jenn,"May 19, 2019","absolutely my favorite brush pen! transitioning from using super tips to this,
it was an easy change. will buy more in the future "
trxxiabrns,"March 30, 2019","Neat little sign pen! Great for calligraphy and in my case, perfect for
practicing writing Japanese ♡"
vitaliagonz,"March 5, 2019","It was a really good pen. I absolutely fell in love with this pen when I first
wrote with it"
renteria.isa,"February 26, 2019",This was very smooth loved it. 
mohinabonu15,"February 25, 2019","I am not well versed with many brush pens, but this one does the job. It writes
smoothly and I love the line variation you can easily achieve with this."
AnomuonousPenAddict,"January 25, 2019","This is a nice brush pens that allows for a good amount of line variation with
minimal pressure, great for many brush lettering styles."
sydney,"January 18, 2019","The ink has a bit of this effect where the ink seeps into the paper and the
edges of your words look a little, I guess you could call it, splotchy. However,
you can barely see this. The ink is a bold color and is good quality, and it was
perfect for me because I prefer hard tip. I can see why it is studyquill's
favorite!"
ayamicv,"January 17, 2019","Second purchase, perfecto for small caligraphy!"
isaiah,"January 5, 2019","Great for beginners! It has a rich dark black that the tombow fudenosuke doesn't
have and is very smooth on any paper. I was skeptical at pushing hard on the tip
but if you'd like thicker down strokes you NEED to apply pressure! It doesn't
frey easily, Would 100% reccomend for beginners."
tianadxgx,"January 5, 2019","Super easy to use for a beginner in calligraphy like me. Love this pen a bit
more than my Tombows! "
hlexion0 ,"December 18, 2018",Perfect for beginners!
nahuzahassan,"December 8, 2018","It wore out pretty quickly but other than that, it writes well, it's great for
lettering."
Sarahluna,"December 4, 2018",Writes well. I really like this pen. It has a pretty firm tip
zorolover,"November 21, 2018",Classic calligraphy brush pen. 
danielagobr,"November 8, 2018",Love the tip and that it keeps its color in every paper!
Ali H,"October 25, 2018","I have had the best luck doing brush calligraphy with this pen. It comes out
with a great black pigment, and is very easy to adjust the upward and downward
strokes on almost any kind of paper. It was also great with Japanese calligraphy
practice!"
ashlytton,"October 21, 2018",Great brush pen nice bold black ink
mpalapostolos,"September 20, 2018","I picked up this pen along with the Pilot Fude-Makase brush Pen and the Towmbow
Fudenosuke soft. I was doing a comparison of all three, and honestly they are
all great! I think this Touch Sign Pen is nice because it comes in so many
colors, which is great if you like to vary your calligraphy. "
slackerpete,"September 14, 2018","It's a good pen and it's great to use, but it looses points for not being
waterproof. I use markers on it sure, but watercoloring just wrecks it."
mendezkarla985,"September 10, 2018",I love it its amazing but it runs out of ink quickly but I still give it a 10/10
lprowell730,"September 3, 2018","I bought this pen because I really wanted a small tip brush pen for my note
headers, as well as a good starter pen for hand lettering. I have never been
disappointed with pentel products, and this was no exception. The brush is
small, and is subsequently stiffer than normal brush pens. But the pen does not
lack in line variation when you are writing, and it is easy to manipulate the
pressure you exert on the pen. I write with a very heavy hand, and have not
warped the tip to the point where it will not bounce back. I also have had very
few problems with my hand letters while using this pen. As long as you write
slowly, you will be able to have neat and crisp lines and letters!"
Bio student,"August 31, 2018","It's a super nice pen, but i'd have to say i prefer the Tombow Dual brush pen. I
feel as if this one doesn't offer as much control as the Tombow. "
mmbgarc,"August 1, 2018",Very smooth and easy to work with.
arnahlin22,"July 26, 2018",Great pen for brush lettering!
mariainc,"July 19, 2018","The Pentel Fude Touch is still by far my favorite fine-tipped brush pen. It has
reliable, juicy ink flow and a rich black color. The tip is a medium firmness
which makes it perfect for writers of all experience levels. Highly recommended!
"
krissyve,"July 15, 2018",They don't quite work as well as I had hoped for brush calligraphy.
bellepe,"July 10, 2018","i use this pen for calligraphy. studyquill had recommended it, and now i
understand why! it’s great for beginners looking to venture into the world of
handlettering, or seasoned calligraphers. this is now my favorite brush pen and
i am now saving for the largest pack of all the colors!"
laeilascott123,"July 2, 2018","a bit hard to use, id recommend a tombow brush pen especially for beginners but
it’s not bad!"
a.tamaren.h,"June 22, 2018","my first brush pen, feels good to me"
Dei G,"June 19, 2018","I've never had a brush pen with this kind of tip, it feels so nice to letter
with. Would definitely recommend for any beginners on lettering and shading.
Always use it with my bullet journal. Will be buying more in the future!"
eileenzheng55,"April 5, 2018",super opaque and smooth
claramaker17,"March 15, 2018",exactly what I needed! great for headers for my bullet journal
Bleuofthefrost,"March 10, 2018","This brush pen is amazing. It’s so smooth and small enough to put in my header
notes, and it almost never bleeds through. "
randinedom,"February 27, 2018",I like this Pentel Fude pen for brush lettering very much.
ashley.khan,"February 23, 2018",My favorite fine brush pen 
delnicha08,"February 12, 2018","I've used this before and I absolutely love it... So much that I needed to get a
new one! This pen has helped me practice brush lettering and it's great!!"
oconnorjacob03,"January 22, 2018","I love using this pen, especially for my notes headers! It works really smoothly
too, and you don't need to apply a lot of pressure."
SP123,"January 19, 2018","Great for calligraphy, very rich black, I'll need to get the full color set now "
JosephSantos.edu,"January 16, 2018",Perfect for calligraphy. Loved it. 
blkolb,"January 15, 2018","I love this pen, lots of fun, consistent colors, great for detail. "
Rebecca C,"January 8, 2018","I was not expecting it to be so amazing. I have never used a brush pen. This is
exactly what I was looking for, a great in between of a marker and brush pen. I
use this for titles on my notes. It looks great."
alinaxpace,"January 8, 2018",The best brush pen I've used! Amazing for calligraphy
gaucoin,"December 27, 2017",I love this brush pen
pennerd,"December 26, 2017","Amazing for lettering but does tend to run out of ink rather quickly. Also not
waterproof or Mildliner-proof."
soapturtle,"December 20, 2017","This is ok.  I don't love it, probably won't repurchase, but I'll use it while I
have it."
ADR in NY,"December 19, 2017","Excellent brush pen. I'm a beginner in lettering. I purchased the Tombow ABT and
love it; however, as a novice, I find that the Pentel Fude Touch Brush Sign Pen
gives me more stroke control which is what I needed. In addition, the black ink
is bold. Looking forward to buying different colors! Again, a great brush pen."
randumbum,"December 4, 2017",Nice pen; I am enamored with the flexy tip/nib.
Rita,"December 3, 2017","LOVE, LOVE,LOVE,LOVE!!!!!!! Nice grip because of shape, very fluid and smooth.
Use this for headings on my notebook. No fraying so far :)"
camomile,"December 2, 2017","Really great line variation— great for beginners who like a felt tip but need
more different thicknesses..."
studyjupiter,"November 19, 2017","This brush is great for detailing. It has a small tip, which is awesome. The
reason I give it one point off is because I don't reach for it as often as other
brush pens."
galavelaus,"November 15, 2017","A little bit weak, not so pigmented as previous pens"
2020lamk,"November 8, 2017","I don’t have much experience with brush pens since this was the first one I
bought, however, I would definitely recommend this pen as I didn’t have ANY
problems with it. The ink writes nicely and was very easy to control."
salston,"September 30, 2017",Wonderful ! Just what I wanted! Thanks
avazquezx88,"September 23, 2017",I absolutely love this pen! It's amazing and it works very well 
majesticsunsetbeach,"September 19, 2017","My fave! Cheap and with a tip that makes my lettering look waaay better than it
normally does!  "
celestialbandit,"September 18, 2017","I feel like an artist when I use this pen. Anything I write to the flowers  I
doodle looks stunning. "
6144,"September 13, 2017",Good 
lhern,"August 24, 2017","I have a heavy hand, so the nib does tend to bend a little and not ""spring""
back. Other than that, this pen is nice."
seecvang1603,"August 22, 2017","I like this brush pen! I got the whole set of colors.The point stays pointy. I'm a beginner in brush letting and the pen is
affordable and works great!"
mireke,"August 17, 2017","I am a beginner with brush calligraphy. Pentel Fude Touch works better for me
than Tombow and Kuretake brands. Better control in my inexperienced hands..."
susantaylorbrown,"August 4, 2017","Smooth writing, a nice black, and a joy to use. Another new favorite for me."
mn8321,"August 1, 2017",Great for hand lettering and calligraphy. Very smooth. 
adamsoncalligraphy,"July 26, 2017",Love these pens! They are so smooth to write with and perfect for calligraphy.
jorgarr,"July 8, 2017","Super clean and super smooth lines. It's a felt tip brush pen so it's incredibly
friendly for beginners. Not waterproof but it can resist a little bit of stray
waterbrush strokes (water droplets are another story). Great for most kinds of
calligraphy, but is probably not the best if you're looking to do Copperplate
since its finest line isn't the finest you can get out of felt tip brush pens."
minkwheel,"June 28, 2017","Mayhaps I received an older pen, but I actually found this guy fraying out
within 20 minutes of use..... I'm going to have to stick to my trusty Pilot."
morgen,"June 27, 2017","I'm a beginner with calligraphy and this is very easy to control! It feels
amazing and long-lasting"
potsy1,"May 1, 2017",My second type of pen on my lettering journey. 
kl_trnr,"April 18, 2017","I want more colors I love this pen very beginner friendly. Also a quality brush
pen. Great for brush lettering or inking flowers. "
sweetarien831,"April 9, 2017",Writes very smooth and it's easy to use. Ink comes out perfectly.
Angeles,"March 21, 2017","The brush is short. It doesn't have a lot of line variation, but it is still a
good pen.  It's a simple and clean design! "
andreanicolaides,"March 18, 2017","love this pen im still fairly new to brush lettering and i was able to get the
hang of it easily  . the ink flow is so nice and flowing ."
Daniel,"March 11, 2017","my favorite brush pen. ive used it a ton of times and the tip still has held up
very well, showing barely any wear. the inks lasted long too. it makes nice
sharp points still."
krazeeldy,"February 22, 2017",Nice pen! Bought it for writing letters (alphabet)! 
Shepherd,"February 16, 2017","I can't put this pen down! I keep buying from Jetpens because of their prompt
service. Within a few days, my order shows up and I really like this."
ruoxuanshao,"February 11, 2017","Awesome brush pen, just the right level of firmness."
lbenkers,"January 27, 2017","Really enjoying using this pen for writing in my planners and also for
crafting/scrapbooking and hand lettering."
Spenser Fornal,"January 23, 2017","It's a little stiff at first, but not hard to get used to! It's easy to hold. No
complaints here."
abyers13,"October 20, 2016","Still getting used to this brush pen, but it's so fun to play with! One of my
new favorites."
jeffpetersla,"September 27, 2016","I love these brush pens and highly recommend them. I've looked for, purchased
and worked with hundreds of different pens and brushes for my entire life and
these are the best I've found.Normal pen size for comfortable grip and accuracy, with a nib that has
flexibility and stiffness which allow an immense variety of controllable line
width.So glad JetPens carries them, because I can't find them anywhere else!If you want to see what I'm doing with them, check out my daily editorial
cartoons on Twitter: @jeffpetersla"
jmullins,"September 13, 2016","Great pen for sketching...BUT, why would you use this pen, when you could get a
zebra brush or tombow that are waterproof?  This pen is not. Not sure why
companies go through the trouble of making pens like this, the Pentel Stylo,
Tradio and even the Papermate Flair pen without making the ink waterproof. 
Adding color to your drawings goes out the window...if you are out sketching and
it starts to sprinkle rain...just a few drops and you can kiss your drawing
goodbye.  Just my 2¢."
milly91311,"July 31, 2016","I bought this pen to help with my calligraphy writing. Its very flexible for
nice thick lines and very nice for thin lines. "
sharilynn.morse,"July 30, 2016",Great pen to learn handlettering and calligraphy with! 
flotaku123,"July 21, 2016","Vibrant black ink and a really fine brush pen. It felt like I was drawing with a
0.05 pen, the nib feels fragile on paper but when you press done you get
magnificent varying lines, I recommend getting this pen, it is worth it"
thatgirlMaile,"July 19, 2016","Great brush pen for brush lettering, especially for beginners."
thirdpotato,"July 19, 2016","Best all-around brush pen for any type of artist. I love the variety it gets in
line width, and how flexible the tip is. The crisp fine tip doesn't last too
long once you break it in, especially if you're heavy handed, so buy them in
bulk if you do a lot of art. Otherwise, they're still great to have even when
broken in. You can get some really wonderful cartoony lines with it, as well as
realistic sketches. Give this brush pen a shot if you have no idea what to buy!"
meganshine,"July 16, 2016",Awesome pen for brush lettering 
maddielovesmusic777,"July 7, 2016","Great pen! It's awesome for brush lettering, and super easy to use. Very smooth
with minimal bleeding. Highly recommend!"
casattie,"July 6, 2016",Great pen to learn calligraphy
hernandezvm94,"July 1, 2016","Perfect for practicing my fake calligraphy and writing titles or headers on my
notes or bullet journal"
origamikid,"June 29, 2016",Awesome pen. Great for impromptu brush calligraphy. 
lindseyloveslacquer,"June 24, 2016","Great Pen! I'm new to brush lettering and this pen was recommended by many
people! I've had great success with it and actually just ordered it in violet. 
It's been very easy to learn with. I only had one small issue....it seems to run
out of ink quickly, but for the price that's is to be expected. Also, I wanted
to say that the pen was shipped within hours and Jetpens has AWESOME customer
service!"
jefflovesbritt,"June 22, 2016","Love this brush pen! Easy to control and great for someone starting out with
brush calligraphy. Would recommend to every novice and expert"
Taryn,"June 16, 2016","As a person who has done little work with brush pen, I found this one to be
absolutely fantastic. The tip isn't TOO soft or flexible--I tend to press a
little firmly, so that was a great benefit. I think this is an excellent
'learning' brush pen. I learned a lot about technique while playing around with
this pen to get the strokes I want. My only regret is not getting a couple more!"
katie,"June 6, 2016","I love this pen! It's so smooth and provides just enough tip strength for
precise lines. "
Lucy,"June 5, 2016","As soon as I tried this pen I fell in love with it and now I want to buy them
all! "
wigglytuffm,"May 16, 2016","I'm still trying to get the hang of writing with this one, but, overall, I like
it. "
cassiealexandra,"April 27, 2016","I love this pen! I've used some other brush pens before, but this one just seems
to suit my style. The tip isn't too soft or too hard. Now I want to buy all the
other colors!"
djemersonmt,"April 13, 2016","It is a great ""touch"" - really smooth and buttery feeling. I'm enjoying it!"
gsanders.r,"April 13, 2016",amazing for calligraphy!!!
bratchny,"April 10, 2016","A great pen for bold sketches and writing. Not so great for fine details, as
there's not much pressure variation - the pen will be bold no matter what. I
like using this pen for doodling, and zentangles. "
kqb257,"April 4, 2016",My pen has already run ot of ink !!!!!
rsvpmarla,"March 29, 2016",Perfect black pen!
tadawilhelm,"March 28, 2016","love this pen so much! perfect for a beginner to learn calligraphy and practice
hand lettering, especially when traveling so I don't have to worry about packing
a jar of ink"
Erynn,"March 8, 2016","Great line variation! I can easily control my lines (which is saying a lot, I'm
quite the heavy-handed person). Not too stiff but not too sensitive like my
beloved Pentel brush pen. At first I thought it was mediocre at best, but soon I
found myself reaching for it all the time! Amazing for the price, please
consider purchasing one for yourself!"
ascatherine,"February 7, 2016","Great pen.  Writes amazingly precise, has a smooth feel.  I use this not in
everyday writing but in something like a planner so that it can fit in the
squares and small spaces.  I love this pen.  Great value too, it was fairly
inexpensive. "
mypetitecakes,"January 31, 2016","I'm an architecture student and adding really quick line weights to drawings and
sketches is so easy with this pen. Has become my favorite :)"
angiebby22,"November 2, 2015","Good pen. I love how easily I can write with this in all types of lettering,
whether calligraphy or regular fonts. Happy with this item. "
Elaine,"October 28, 2015","The brush felt tip is just flexible enough without being too soft, so it's
possible to get very thin lines as well as thick ones. Great for lettering :D "
info,"October 14, 2015","Smooth, easy to handle. Flexible tip but still very easy to control."
sbannon.design10,"July 31, 2015","Absolutely lovely brush pen, great for calligraphy on cards and other papers.
Doesn't bleed."
james.turner.jr,"July 14, 2015","I ordered two of this to take with me when I am out and about sketching. I find
these to be enjoyable to work for sketching. Very nice addition to my sketch
pack."
gracesabella,"July 14, 2015","I've tried a lot of different felt-tipped brush pens, and this one is by far the
best for lettering. Great line variation, comfortable to hold, not too soft nor
too hard, and the silver-flecked plastic material is pretty ... Best money I've
ever spent on a brush pen. Get one!"
jbarrion,"February 11, 2015","This is my go-to pen! Highly recommended, you won't be disappointed."
lstantz,"November 14, 2014",perfect.
slipcat,"October 30, 2014","These are fun pens to have in your pen artillery.  I use them when I am just ""feeling around"" for ideas and want a pen with good ink, easy adjustment
from a fine line to a semi-thick line with ease, and allows me to draw freely
and rather quickly.   These pens hold up fairly well (especially for the price
and compared to other pens that I have tried).   The only reason I am not giving
5 stars is that if you go too fast with the pen, you will get a slightly ""grey""
line/slightly streaky.  Also, if you have a small twitch when you draw, it will
show as a ""squiggle"" on your line.  You can draw reasonably small, but not too
small as the control is not there for very small drawings. That being said, I
keep plenty of these on hand and they will remain in my collection of useful
pens.  "
Will,"October 1, 2014","This pen is very good for its low price, especially for things like loose
sketches ( i personally use it for figure drawing class! ) but one thing I do
notice is that the tip dulls notably fast, so if you need a sharp, fine line,
you're better off with a different pen. "
sabrina.fielden,"April 17, 2018","Good pen, but the tip is a little too flexible for my liking."
hannahseg,"April 5, 2018","too soft, and bleeds a little bit. "
yarelir2003,"March 8, 2018",Good but dries when using for a while
psprudnikov3,"February 25, 2018","Isn't the best variant among brush pens. For small art Tombow Fudenosuke will
work better."
mia.power2016,"June 13, 2017",Love how it writes. :)
kkrewtea,"May 24, 2017",Best pen for learning brush calligraphy!
bunnyologist,"March 10, 2011","I use this pen all the time for crosshatching and very fine outlines. It's not
for people with heavy hands, and it's not the most durable pen for writing. Whoever rates these lowly write way too heavily and should be using a different
pen to begin with. If you're looking for fine detailing and have the gentle hand
for such details, this pen is perfect. It doesn't just ""wear out"" after 30
minutes."
aikoekadan,"February 26, 2011","I've used these pens for years and always found them to be an excellent buy. The
ink is smooth, crisp, and dark. However, if you press too hard, the tip will
push into the barrel, so these need to be used with only light pressure."
nytetyger,"September 18, 2012","I cannot say enough about the entire Sakura Micron line -- as a lefty who loves
inking my own pencilwork, I have to worry often about smearing ink and lines not
holding true. I have never had a problem with that when I use these pens. I love
the crispness of the finepoint, and how long they last. I've left them overnight
in a car in over 100 degree heat and not had them dry up. Simply said, I
consider these platinum class pens that are beyond affordable."
jonathan.amadio,"March 18, 2009","Good: Extreme precision.Great flow without being viscous.Writes well at all angles.No feathering. Possibly Bad: Barrel (underneath the cap) is slightly too narrow for my taste. I know I can
and will get used to it, but if you are used to big grips or thick writing
utensils, it will feel odd at first. This pen delivers and you can't go wrong if you need a utensil that writes
incredibly precise and glides perfectly. The only drawback is if you can't write
without using a large grip. Highly recommend."
necrocrunk,"September 19, 2016","I actually bought this to replace mine, because I used it so much it ran out. A
very small pen, good for detail work in very small areas. I use it to line my
art, and it's wonderful for doing lines on faces or hands without compromising
quality. It also does not smear or bleed, and if you take a watercolor brush to
it, or a water brush in general, it won't ruin the line. The archival ink holds
up better than most pens I own. A must have for traditional artists!"
marinacollings,"December 13, 2014","as always, a favorite forever.  I will just keep coming back to this pen.  I
like the tight lids, the comfortable shape and size of the housing and the TINY
point.  also, really and truly waterproof ink I can watercolor over the top of."
henry,"January 24, 2022","Very happy, I use them to write on my bible and they work great."
joeldhamilton,"January 9, 2021",I use this to write marginalia in the Bible and it works great. No bleedthrough.
Angelfox2000,"April 15, 2018",nice thin precise pen tip. don't press to hard or you will bend tip.
thebluekraken,"March 17, 2017","so i got this pen some time ago. pros: well it make a very fine line which is
what i wanted. flows well for fine drawing lines. its great for fine detail work
if you need crisp lines like technical pens would make without damaging the
paper, bleeding or other issues. you cant press hard with this pen though. the
tip is delicate and requires a light touch. prisma color pens of the same size
were similar but the flow of ink was a fraction heavier. the microns fine tip
was great for small fine details. cons: the tip is extremely delicate. it worked great for a couple of weeks of
work then quit. not dry. i made the mistake of drawing over my pencil work. the
graphite messed up the tip and i wasn't able to get it to write again. it can
clog, or get a little dry or other issues. requires very gentle treatment. in
spite of that ill get another because its early performance and lack of damage
to the paper or bleeding issues was worth it for me. id say if you need one, buy
two."
Annie,"October 23, 2019",Micros are great pens.  I purchase them for many uses.
guitarayd,"August 15, 2019","These pens are really good for making small notes in your bible and as making
fine details in artwork using markers."
valid,"June 28, 2018","The Gold Standard in fine-line, smudge-proof writing on paper. Never
disappoints. It is my go-to when other pens aren't up to the task. Consistent,
even disbursement of ink; dries immediately. If it could write on slick
surfaces, like plastic page flags, I would never touch another pen. Alas, that's
its only drawback, but that's not really what it was designed for anyway. In a
class by itself, it is simply the best pen I've ever used on paper. A must-have
for the connoisseur and casual user alike."
Chad A,"November 25, 2014","Good pen for it's priceReally, the Micron series is worth it as long as you don't press too hard as you
write. Only other complaint I have for Microns is that the less it is held
perpendicular to the paper, the more skipping and lighter the line you will get.
I suppose this could be used to one's advantage if you want a lighter line, but
consistency is pretty important in my book. I'll have to keep trying technical
pens."
sammyuthefishy,"January 20, 2013","This pen is great! I absolutely love how tiny it is ~ Although, sometimes you can't write/draw sideways cause the bunt is straight and
not.. felt. But that's nothing big.  I recommend this pen for any drawing or for someone who write tiny!"
estakns,"December 16, 2022",amazing pens to draw with!
kayswizzle88247,"December 8, 2022","Super thin lines that you can erase over n over again with no smudge!! Perfect
for gorilla handed goblins who presses to hard on their .003 pens and can afford
a pen every piece!!"
darksta4,"September 27, 2022","Literally perfect, I cannot go back to any other pen for lineart."
withadventure,"September 22, 2022","I will always buy these and always recommend them. This is the best inking pen.
I love the 0.2mm size because it allows me to be very precise with what I'm
doing. The tip usually wears down before I run out of ink. Highly recommend!"
contactme,"May 24, 2022","Not as smooth as the other pens, maybe should have gone with a bigger size"
juliaskinner1995,"May 3, 2022","It's good and I love the size, but the tip sometimes bends and it can be
different to get it to stay straight. I love this for doing very fine work as
sometimes my 03 is just too thick for small details. But it occasionally
struggles to get a solid line, and sometimes the tip gets stuck in bent
positions. Still a solid pen, and the tip is usually pretty easy to bend back to
its regular shape with a little pressure in the opposite direction, but it's
annoying."
foxdenfarms7,"January 25, 2022",Use it for drawing projects for woodworking. Excellent. 
miriamdaana4,"January 20, 2022",Really good quality!! It also came in perfect condition.
thislifejls,"December 9, 2021","Love these pens!! They're my favorites and I'm delighted I can order them by the
box from jet Pens! Thank you!"
julielawstudent,"December 2, 2021",Super super fine line and comes out incredibly smooth. 
